transaction_amount,merchant_category,transaction_hour,day_of_week,is_weekend,customer_age,account_age_days,previous_transactions_day,average_transaction_amount,credit_limit,amount_vs_average_ratio,time_since_last_transaction,location_risk_score,is_fraud
9.02,15,11,5,1,66,77,1,29.2,500.0,0.31,0.4,45.4,0
8.89,9,15,1,0,39,32,3,11.61,500.0,0.77,6.2,4.5,0
11.69,5,6,2,0,63,324,0,10.0,500.0,1.17,4.0,7.8,0
15.98,16,8,3,0,36,481,1,10.0,500.0,1.6,18.7,17.6,0
2.91,11,1,6,1,30,314,0,114.81,1898.9,0.03,2.4,9.6,0
9.63,7,8,0,0,40,89,3,11.58,500.0,0.83,7.4,7.4,0
12.94,5,5,4,0,50,619,1,19.23,500.0,0.67,1.3,22.4,0
7.23,18,17,2,0,35,328,1,30.4,500.0,0.24,2.9,27.7,0
9.3,6,17,0,0,18,781,2,16.33,500.0,0.57,11.7,30.1,0
3.15,9,12,6,1,48,171,3,23.82,500.0,0.13,0.1,10.3,0
10.9,13,0,4,0,40,700,4,22.82,500.0,0.48,47.7,28.7,0
19.53,16,19,0,0,43,86,1,10.0,500.0,1.95,4.6,7.6,0
34.78,18,8,4,0,54,27,1,10.0,500.0,3.48,38.0,4.0,0
25.11,9,1,4,0,41,248,1,10.0,500.0,2.51,40.5,25.3,0
1.41,18,17,5,1,33,73,1,63.76,500.0,0.02,10.7,17.0,0
10.86,6,5,5,1,18,187,0,10.0,500.0,1.09,4.5,14.2,0
23.4,6,21,3,0,58,65,2,11.12,500.0,2.1,0.7,24.8,0
63.73,8,11,6,1,37,86,0,31.39,562.96,2.03,25.2,11.2,0
3.87,4,2,5,1,18,343,2,20.62,500.0,0.19,7.9,24.3,0
174.08,1,4,3,0,23,362,0,57.01,1122.69,3.05,22.4,16.2,0
6.45,15,1,5,1,37,1055,1,10.0,500.0,0.64,14.8,24.3,0
20.3,3,7,2,0,61,16,1,10.0,500.0,2.03,37.6,16.6,0
49.94,17,11,4,0,54,241,2,10.0,500.0,4.99,0.3,39.3,0
6.29,3,9,3,0,30,574,1,26.54,500.0,0.24,23.9,8.3,0
127.01,19,23,5,1,55,220,3,42.1,500.0,3.02,13.3,6.8,0
1.53,6,17,4,0,39,189,3,14.69,500.0,0.1,5.1,27.1,0
214.29,13,10,3,0,33,126,2,10.0,500.0,21.43,29.9,14.7,0
12.26,7,17,2,0,38,35,2,34.81,500.0,0.35,0.7,36.7,0
1.27,2,21,0,0,54,90,0,10.0,500.0,0.13,7.7,5.5,0
6.31,13,5,3,0,19,506,3,17.61,500.0,0.36,1.1,21.8,0
3.4,12,10,5,1,54,1431,2,31.6,500.0,0.11,3.8,5.4,0
42.73,0,2,3,0,48,62,1,10.0,500.0,4.27,12.9,31.4,0
3.14,7,19,3,0,45,1096,2,10.0,500.0,0.31,21.3,31.1,0
9.06,5,22,4,0,57,279,3,57.09,795.19,0.16,20.4,7.6,0
91.87,14,16,2,0,44,432,4,10.0,500.0,9.19,17.4,2.3,0
14.14,14,6,5,1,55,97,0,11.42,500.0,1.24,46.6,44.9,0
43.26,6,15,2,0,42,915,3,10.0,500.0,4.33,2.5,28.9,0
162.95,0,21,4,0,35,787,2,10.0,500.0,16.29,10.3,12.8,0
10.64,0,10,0,0,50,632,3,11.45,500.0,0.93,18.7,6.7,0
16.61,18,6,1,0,35,873,1,60.43,1008.2,0.27,32.4,23.9,0
12.63,11,5,1,0,48,86,3,16.22,500.0,0.78,0.8,25.5,0
4.88,14,17,5,1,59,275,0,42.97,769.29,0.11,4.2,7.8,0
2.86,18,19,2,0,24,3,1,10.0,500.0,0.29,10.1,24.7,0
19.46,12,23,5,1,49,703,1,10.0,500.0,1.95,1.0,35.9,0
209.04,1,11,6,1,58,450,0,12.56,500.0,16.64,31.2,1.9,0
95.75,4,8,3,0,38,544,3,25.2,500.0,3.8,15.3,9.1,0
19.82,5,1,0,0,52,44,2,29.61,500.0,0.67,11.8,46.3,0
2.17,13,15,3,0,49,587,2,10.5,500.0,0.21,7.4,11.9,0
31.67,7,21,3,0,67,503,2,17.69,500.0,1.79,48.1,6.4,0
26.01,9,4,5,1,53,199,1,10.0,500.0,2.6,10.5,21.2,0
48.25,9,21,5,1,42,435,2,10.0,500.0,4.82,22.7,23.0,0
18.83,13,2,1,0,30,298,0,110.41,1321.0,0.17,6.2,25.5,0
149.96,14,5,6,1,60,446,3,12.47,500.0,12.03,7.8,46.6,0
31.44,7,13,4,0,57,7,5,15.22,500.0,2.07,1.7,31.7,0
7.9,4,6,0,0,46,129,3,10.0,500.0,0.79,17.9,19.3,0
18.63,9,10,1,0,44,3,3,15.97,500.0,1.17,12.2,4.7,0
4.44,3,11,6,1,52,174,0,10.0,500.0,0.44,1.8,25.6,0
8.38,6,19,0,0,34,299,0,31.53,500.0,0.27,4.5,10.7,0
3.55,1,6,0,0,61,52,1,30.74,500.0,0.12,14.3,33.8,0
4.31,19,20,1,0,36,36,2,10.0,500.0,0.43,3.5,30.3,0
124.75,13,18,1,0,36,258,3,19.08,500.0,6.54,5.5,13.2,0
12.15,8,20,5,1,52,57,2,86.56,583.8,0.14,6.8,5.2,0
21.13,16,16,6,1,26,300,3,16.85,500.0,1.25,19.6,4.8,0
149.21,4,20,6,1,51,1011,4,10.0,500.0,14.92,1.3,33.1,0
15.44,9,2,5,1,54,47,2,10.0,500.0,1.54,11.0,35.2,0
1.54,16,6,3,0,29,490,2,37.51,500.0,0.04,16.4,39.7,0
63.49,4,22,5,1,30,291,1,21.91,500.0,2.9,15.2,1.1,0
39.09,17,0,6,1,54,30,4,11.96,500.0,3.27,9.2,5.9,0
133.39,9,15,2,0,61,92,2,82.81,1114.11,1.61,24.4,17.7,0
5.23,12,15,5,1,80,1632,1,10.0,500.0,0.52,16.2,4.4,0
2.22,4,8,5,1,50,441,3,10.0,500.0,0.22,60.7,19.7,0
9.3,11,1,0,0,37,539,5,10.0,500.0,0.93,0.1,17.7,0
2.99,9,14,2,0,31,1735,0,10.0,500.0,0.3,1.5,22.7,0
17.75,1,4,2,0,35,98,1,17.38,500.0,1.02,4.3,13.4,0
19.85,9,18,6,1,53,517,2,12.82,500.0,1.55,0.1,14.3,0
3.24,13,20,4,0,67,148,1,44.91,542.22,0.07,3.3,49.6,0
6.65,9,18,3,0,45,59,2,10.05,500.0,0.66,36.2,30.4,0
10.04,9,15,2,0,60,349,0,20.89,500.0,0.48,3.7,27.8,0
8.57,10,15,5,1,31,1143,2,10.0,500.0,0.86,13.2,20.9,0
62.48,16,7,2,0,45,348,2,18.93,500.0,3.3,6.2,20.1,0
36.07,4,8,6,1,38,78,0,10.0,500.0,3.61,1.7,44.8,0
5.25,1,18,6,1,62,154,6,10.0,500.0,0.52,15.3,39.2,0
2.71,2,10,6,1,31,87,1,30.78,500.0,0.09,19.5,18.0,0
1.0,10,9,3,0,40,79,4,10.0,500.0,0.1,12.5,27.2,0
30.36,7,16,0,0,33,132,0,16.86,500.0,1.8,6.0,9.7,0
147.92,0,21,4,0,34,376,1,23.61,500.0,6.27,4.6,20.8,0
7.56,17,15,5,1,37,200,2,33.3,548.9,0.23,8.5,12.9,0
17.84,13,8,3,0,39,1813,0,10.0,500.0,1.78,3.7,14.0,0
8.31,4,14,4,0,53,1694,8,10.0,500.0,0.83,5.6,8.7,0
10.54,9,4,3,0,25,276,2,38.36,605.05,0.27,5.4,7.8,0
18.28,3,23,1,0,41,490,2,12.19,500.0,1.5,33.4,34.2,0
10.17,7,22,0,0,48,365,3,10.0,500.0,1.02,12.1,8.7,0
22.54,8,18,3,0,27,284,3,30.47,500.0,0.74,21.3,16.5,0
31.76,2,0,0,0,50,110,3,18.82,500.0,1.69,4.1,28.0,0
37.99,17,22,4,0,47,1269,2,10.0,500.0,3.8,1.7,14.8,0
145.5,7,20,4,0,32,616,1,10.0,500.0,14.55,22.7,17.8,0
3.77,4,8,6,1,27,811,2,12.08,500.0,0.31,6.2,6.7,0
14.85,8,22,4,0,34,351,2,10.0,500.0,1.48,5.7,15.7,0
14.91,14,13,2,0,20,218,1,10.0,500.0,1.49,5.0,11.1,0
1.65,17,17,5,1,37,325,2,25.69,500.0,0.06,4.5,8.9,0
64.13,4,11,5,1,60,229,2,10.0,500.0,6.41,52.6,23.2,0
52.84,9,0,6,1,45,276,0,82.83,1544.06,0.64,7.8,6.0,0
182.8,13,0,5,1,54,136,1,10.0,500.0,18.28,9.4,15.1,0
119.02,14,8,3,0,54,168,1,10.08,500.0,11.81,12.7,21.5,0
20.63,1,11,3,0,24,249,4,40.7,500.0,0.51,12.5,0.9,0
8.16,14,23,6,1,33,742,1,10.0,500.0,0.82,26.3,36.9,0
16.78,7,16,2,0,44,173,4,10.0,500.0,1.68,44.1,18.8,0
25.28,4,20,4,0,24,95,1,16.22,500.0,1.56,55.7,24.6,0
11.16,5,13,5,1,57,224,2,11.09,500.0,1.01,60.4,32.4,0
89.26,1,9,3,0,46,340,3,15.33,500.0,5.82,25.0,16.9,0
170.86,18,23,3,0,18,156,2,64.08,1173.47,2.67,6.9,6.0,0
40.87,9,12,3,0,39,108,4,10.0,500.0,4.09,4.7,38.7,0
3.34,2,22,3,0,21,229,1,24.52,500.0,0.14,25.2,1.7,0
11.29,8,22,0,0,60,45,1,10.0,500.0,1.13,78.3,21.3,0
28.34,18,5,3,0,18,326,0,10.41,500.0,2.72,7.0,17.0,0
276.18,12,8,3,0,60,362,0,18.35,500.0,15.05,6.2,36.1,0
6.62,4,22,1,0,45,230,3,10.04,500.0,0.66,8.9,12.5,0
13.83,14,16,2,0,49,1460,1,10.0,500.0,1.38,38.4,25.9,0
57.5,18,20,3,0,35,235,4,10.0,500.0,5.75,6.0,12.6,0
69.4,5,18,4,0,77,222,2,10.0,500.0,6.94,4.0,14.5,0
13.61,10,23,5,1,23,218,1,34.35,500.0,0.4,2.0,31.4,0
3.01,15,20,6,1,48,1652,3,25.64,500.0,0.12,22.5,22.1,0
18.65,3,9,3,0,61,12,3,32.53,500.0,0.57,3.6,2.7,0
1.0,5,14,3,0,18,176,3,59.26,500.0,0.02,2.2,19.1,0
18.85,4,20,5,1,23,411,2,18.71,500.0,1.01,12.3,15.3,0
1.0,13,8,2,0,27,99,1,10.0,500.0,0.1,13.0,14.3,0
19.93,19,23,2,0,27,37,4,15.02,500.0,1.33,27.9,19.7,0
8.72,4,21,5,1,50,136,3,20.87,500.0,0.42,10.9,15.2,0
15.76,12,19,0,0,46,1344,2,10.0,500.0,1.58,3.5,13.6,0
20.65,19,15,4,0,31,46,1,10.0,500.0,2.06,4.0,22.9,0
1270.47,16,17,2,0,51,423,1,10.0,500.0,127.05,23.9,26.9,0
2.32,11,14,2,0,53,538,1,127.43,1315.26,0.02,23.2,19.0,0
102.04,11,19,3,0,38,93,4,42.3,520.32,2.41,16.4,15.4,0
4.5,19,0,2,0,62,973,4,20.48,500.0,0.22,24.4,31.6,0
9.93,14,18,5,1,64,149,2,14.08,500.0,0.71,6.2,4.2,0
11.86,14,22,3,0,48,352,3,10.0,500.0,1.19,20.2,19.2,0
8.3,0,10,1,0,36,180,4,12.09,500.0,0.69,15.7,12.2,0
19.4,12,18,1,0,49,656,3,115.8,1322.8,0.17,5.0,13.6,0
59.94,13,13,4,0,57,143,2,17.32,500.0,3.46,7.7,17.2,0
3.64,14,5,0,0,34,821,2,14.53,500.0,0.25,47.9,11.6,0
5.67,11,8,5,1,46,164,2,10.1,500.0,0.56,3.7,14.1,0
10.07,15,8,1,0,47,212,1,12.31,500.0,0.82,11.7,18.6,0
23.27,11,19,0,0,51,114,1,10.0,500.0,2.33,23.6,18.8,0
32.8,18,4,1,0,41,317,2,19.46,500.0,1.69,5.2,6.6,0
374.91,15,19,2,0,26,759,4,12.72,500.0,29.47,12.3,11.8,0
99.79,12,2,1,0,47,457,2,10.0,500.0,9.98,6.0,25.2,0
62.93,2,6,1,0,19,1306,2,270.72,4460.13,0.23,21.0,16.8,0
1.25,15,21,2,0,42,164,1,16.84,500.0,0.07,1.2,22.1,0
18.79,19,8,0,0,25,288,2,10.0,500.0,1.88,26.2,16.3,0
144.92,1,10,4,0,63,8,1,16.08,500.0,9.01,42.7,25.6,0
198.44,7,4,3,0,30,52,1,17.95,500.0,11.06,24.4,9.8,0
7.89,12,13,4,0,44,94,1,10.0,500.0,0.79,5.1,8.4,0
3.71,10,5,0,0,30,188,3,10.0,500.0,0.37,2.3,1.9,0
7.76,18,0,3,0,44,494,2,10.51,500.0,0.74,7.5,17.6,0
181.38,3,0,0,0,35,48,1,10.74,500.0,16.89,1.9,10.2,0
17.38,8,9,6,1,60,366,2,26.19,500.0,0.66,6.7,10.5,0
17.5,1,23,2,0,19,121,2,10.0,500.0,1.75,1.4,10.9,0
2.78,19,17,5,1,31,246,0,10.0,500.0,0.28,14.4,9.2,0
17.6,7,18,4,0,31,181,2,10.0,500.0,1.76,15.4,41.8,0
194.94,18,21,2,0,24,537,4,10.0,500.0,19.49,12.1,9.9,0
56.79,9,23,6,1,43,221,3,20.53,500.0,2.77,1.2,5.3,0
11.72,9,17,5,1,38,131,2,10.0,500.0,1.17,41.3,10.3,0
1.0,0,17,5,1,41,74,5,27.48,500.0,0.04,3.7,10.3,0
20.12,15,11,3,0,48,136,2,10.0,500.0,2.01,41.0,20.8,0
22.81,14,21,1,0,48,976,0,10.0,500.0,2.28,26.1,24.2,0
3.57,15,7,2,0,54,87,2,10.0,500.0,0.36,17.4,11.8,0
73.43,9,2,1,0,57,931,1,10.0,500.0,7.34,1.5,32.5,0
36.43,16,20,3,0,53,95,1,18.2,500.0,2.0,0.7,18.2,0
5.98,17,22,3,0,63,187,2,23.1,500.0,0.26,1.6,15.0,0
1.89,12,9,5,1,63,37,2,14.8,500.0,0.13,18.6,9.1,0
169.87,5,12,4,0,18,298,1,132.87,1257.24,1.28,35.4,27.1,0
48.13,15,13,5,1,38,806,0,10.0,500.0,4.81,5.5,14.5,0
4.68,0,20,3,0,35,262,2,22.47,500.0,0.21,6.6,25.5,0
3.35,3,19,4,0,44,144,3,59.85,550.24,0.06,5.2,33.5,0
16.89,9,17,2,0,64,8,1,37.65,636.47,0.45,25.2,9.7,0
42.6,16,0,1,0,37,140,1,10.0,500.0,4.26,12.3,24.9,0
6.96,5,2,6,1,56,204,0,10.11,500.0,0.69,0.6,1.3,0
18.99,4,15,0,0,52,37,1,15.79,500.0,1.2,1.3,5.9,0
76.59,11,14,5,1,51,72,4,20.27,500.0,3.78,8.0,18.6,0
45.29,6,13,0,0,37,12,2,14.1,500.0,3.21,5.6,34.0,0
21.54,9,22,6,1,60,158,1,10.0,500.0,2.15,3.2,11.6,0
16.73,11,14,6,1,45,147,3,21.45,500.0,0.78,6.3,22.4,0
4.76,17,17,6,1,65,156,1,21.65,500.0,0.22,2.4,25.9,0
9.26,11,18,3,0,35,217,2,10.0,500.0,0.93,2.2,11.1,0
50.4,9,1,6,1,24,480,1,10.0,500.0,5.04,3.3,61.7,0
1.12,9,20,2,0,29,188,1,10.0,500.0,0.11,5.5,10.6,0
77.64,17,23,2,0,38,308,1,10.0,500.0,7.76,13.6,28.0,0
24.85,2,14,2,0,27,21,4,10.0,500.0,2.49,7.8,8.8,0
3.47,12,7,0,0,27,279,1,10.0,500.0,0.35,2.7,29.1,0
3.72,15,8,1,0,38,158,0,29.83,500.0,0.12,19.0,34.1,0
25.6,7,7,0,0,25,128,5,24.83,500.0,1.03,19.6,22.7,0
20.45,13,0,1,0,30,307,2,26.26,500.0,0.78,1.3,38.5,0
22.33,18,9,1,0,42,305,0,23.71,500.0,0.94,0.8,40.9,0
18.32,3,13,4,0,55,1356,1,35.28,587.01,0.52,5.5,14.7,0
118.55,12,22,5,1,38,304,3,29.01,549.12,4.09,7.7,3.4,0
20.02,14,6,1,0,20,111,2,10.0,500.0,2.0,3.9,18.4,0
51.95,7,18,0,0,31,245,2,25.17,500.0,2.06,7.8,32.7,0
86.28,7,14,4,0,52,262,0,10.0,500.0,8.63,14.2,18.7,0
20.26,15,7,6,1,18,90,2,10.0,500.0,2.03,7.7,9.3,0
13.21,12,5,4,0,39,336,2,31.38,500.0,0.42,10.9,23.8,0
1285.76,7,14,2,0,34,3,4,10.0,500.0,128.58,3.7,18.4,0
115.27,17,0,3,0,50,95,2,15.15,500.0,7.61,7.8,9.5,0
10.52,9,23,6,1,55,953,3,10.0,500.0,1.05,14.3,39.9,0
37.78,10,8,2,0,31,231,0,12.71,500.0,2.97,6.1,33.4,0
21.94,2,12,3,0,24,32,1,10.0,500.0,2.19,21.3,15.2,0
41.7,17,23,4,0,24,177,1,26.55,500.0,1.57,5.2,20.3,0
35.89,5,6,4,0,39,187,2,10.0,500.0,3.59,0.2,11.5,0
1.0,3,6,6,1,34,130,2,10.0,500.0,0.1,1.5,3.0,0
1.86,10,21,6,1,34,329,3,10.0,500.0,0.19,2.9,11.5,0
26.27,3,4,1,0,56,98,3,17.12,500.0,1.53,12.9,13.9,0
43.11,13,11,1,0,36,340,3,10.0,500.0,4.31,14.8,35.5,0
8.98,16,4,6,1,47,1469,1,15.13,500.0,0.59,4.0,40.8,0
6.47,9,13,5,1,55,206,1,10.15,500.0,0.64,1.1,9.5,0
3.04,1,18,2,0,62,860,1,50.85,911.86,0.06,2.0,11.2,0
1.0,15,5,3,0,43,1096,5,15.26,500.0,0.07,12.0,54.7,0
50.31,6,19,1,0,38,672,1,10.0,500.0,5.03,1.4,5.4,0
18.23,4,22,2,0,53,1101,3,18.51,500.0,0.98,30.6,38.4,0
48.25,12,22,6,1,53,548,2,10.0,500.0,4.82,6.0,20.8,0
221.09,16,21,0,0,43,144,3,50.66,817.24,4.36,18.5,13.3,0
5.15,2,17,2,0,43,13,1,16.08,500.0,0.32,24.1,5.3,0
13.82,6,7,5,1,18,1448,1,10.0,500.0,1.38,4.9,43.0,0
5.52,13,11,2,0,39,1308,2,18.83,500.0,0.29,46.0,38.9,0
1.58,17,8,5,1,20,480,1,46.7,778.05,0.03,5.1,14.8,0
13.29,4,12,4,0,49,1377,3,10.0,500.0,1.33,37.6,16.7,0
115.69,16,16,0,0,18,423,4,10.86,500.0,10.65,6.7,12.9,0
4.09,8,11,0,0,61,186,1,68.89,1232.47,0.06,10.5,28.0,0
28.72,6,2,1,0,34,106,1,12.41,500.0,2.31,15.3,6.8,0
3.2,18,8,5,1,35,144,2,94.07,1829.83,0.03,42.9,15.5,0
6.45,8,23,4,0,65,281,0,19.27,500.0,0.33,29.6,14.7,0
30.54,10,3,0,0,47,165,2,14.81,500.0,2.06,10.9,7.4,0
274.61,12,13,6,1,36,167,3,17.64,500.0,15.57,19.9,21.5,0
147.43,0,11,2,0,54,511,2,14.25,500.0,10.35,6.5,6.0,0
19.32,4,0,6,1,46,249,1,10.0,500.0,1.93,7.2,12.5,0
5.67,13,21,3,0,63,426,6,32.57,500.0,0.17,5.1,16.8,0
23.03,5,21,4,0,46,93,2,41.58,632.95,0.55,2.9,4.3,0
1.79,0,5,5,1,46,351,3,28.03,500.0,0.06,30.3,3.8,0
51.98,19,3,0,0,32,409,0,10.0,500.0,5.2,10.0,14.1,0
13.91,16,0,1,0,43,163,1,10.0,500.0,1.39,11.3,39.2,0
181.09,17,2,4,0,36,677,1,10.0,500.0,18.11,0.4,11.3,0
47.12,1,2,0,0,35,486,0,14.55,500.0,3.24,6.9,38.4,0
18.53,19,7,5,1,34,307,4,10.0,500.0,1.85,15.0,11.6,0
79.11,11,7,1,0,34,27,2,19.64,500.0,4.03,13.2,20.1,0
2.39,8,0,1,0,30,1759,1,56.69,500.0,0.04,5.3,7.2,0
1.52,18,6,0,0,63,92,3,10.0,500.0,0.15,0.9,31.3,0
85.58,10,23,0,0,36,88,2,10.0,500.0,8.56,20.0,38.0,0
12.24,14,7,2,0,50,186,1,10.0,500.0,1.22,1.7,9.1,0
6.37,17,10,5,1,49,196,2,12.02,500.0,0.53,7.9,38.3,0
79.39,10,10,4,0,65,863,4,10.0,500.0,7.94,26.2,5.9,0
184.22,16,5,1,0,35,12,2,10.0,500.0,18.42,15.1,8.6,0
5.68,10,7,4,0,28,296,0,10.0,500.0,0.57,6.1,30.0,0
13.55,13,12,5,1,18,554,4,10.0,500.0,1.36,3.5,19.1,0
83.02,14,19,5,1,37,48,2,264.56,5053.44,0.31,27.7,18.0,0
10.53,3,5,3,0,32,100,1,19.74,500.0,0.53,8.3,4.4,0
6.66,5,9,2,0,30,277,2,10.0,500.0,0.67,61.8,13.3,0
2.07,19,19,2,0,46,651,1,44.61,500.0,0.05,0.5,39.9,0
9.07,7,17,3,0,79,500,2,10.0,500.0,0.91,46.8,15.5,0
23.82,1,1,2,0,45,321,3,10.0,500.0,2.38,37.7,16.4,0
1.27,18,5,5,1,18,492,2,26.08,500.0,0.05,5.2,21.4,1
5.71,19,19,3,0,40,1280,4,18.77,500.0,0.3,22.2,33.7,0
61.59,4,18,2,0,50,1035,0,16.32,500.0,3.77,6.5,9.0,0
8.91,2,2,4,0,46,1,1,307.2,2723.27,0.03,5.3,6.1,0
128.47,1,2,2,0,29,75,2,25.55,500.0,5.03,5.4,27.9,0
21.17,3,5,1,0,25,365,2,83.32,682.99,0.25,5.2,4.8,0
840.72,15,18,1,0,56,451,0,10.0,500.0,84.07,37.1,5.7,0
7.02,4,14,0,0,29,112,3,34.92,522.33,0.2,9.0,41.0,0
228.27,5,21,4,0,20,331,4,15.12,500.0,15.1,2.1,5.8,0
24.4,18,13,4,0,59,197,4,22.94,500.0,1.06,1.2,11.7,0
11.91,18,22,5,1,47,78,3,14.28,500.0,0.83,1.7,1.0,0
38.55,16,7,4,0,43,185,3,23.63,500.0,1.63,7.6,1.6,0
6.1,7,19,3,0,51,332,3,10.0,500.0,0.61,8.2,27.3,0
32.17,13,10,4,0,18,593,4,10.0,500.0,3.22,2.0,21.4,0
35.6,1,2,0,0,35,60,1,10.0,500.0,3.56,8.1,37.5,0
162.8,9,21,5,1,29,916,2,10.0,500.0,16.28,0.5,10.2,0
112.69,14,23,5,1,58,794,2,14.92,500.0,7.55,3.3,12.1,0
228.25,9,15,1,0,33,103,1,20.96,500.0,10.89,2.2,9.9,0
14.85,9,9,4,0,39,45,1,24.18,500.0,0.61,0.9,27.8,0
75.66,13,16,4,0,28,713,1,100.69,1281.39,0.75,5.5,20.2,0
6.6,9,4,3,0,44,512,2,16.91,500.0,0.39,2.7,23.8,0
21.14,11,10,3,0,28,103,1,29.21,500.0,0.72,33.5,16.9,0
109.81,4,12,4,0,37,11,4,10.0,500.0,10.98,7.2,14.1,0
11.78,1,17,6,1,51,306,2,20.53,500.0,0.57,1.6,35.8,0
77.87,0,3,0,0,49,150,1,10.0,500.0,7.79,30.4,9.3,0
19.37,15,14,4,0,39,700,2,10.0,500.0,1.94,6.2,38.1,0
17.09,1,18,4,0,37,946,0,10.0,500.0,1.71,1.6,4.7,0
23.83,0,16,3,0,46,161,4,10.0,500.0,2.38,20.7,16.4,0
10.71,12,12,5,1,18,124,3,39.1,500.0,0.27,15.5,42.3,0
16.22,10,14,5,1,53,179,3,38.39,540.17,0.42,22.2,30.0,0
2.99,5,0,4,0,43,250,1,26.84,500.0,0.11,2.3,14.7,0
38.24,9,23,2,0,57,330,3,10.0,500.0,3.82,3.8,20.6,0
110.87,4,16,5,1,43,605,3,11.09,500.0,10.0,1.2,31.8,0
2.05,18,14,0,0,35,59,3,10.0,500.0,0.2,18.2,38.1,0
228.09,2,10,1,0,51,63,0,18.23,500.0,12.51,15.4,20.4,1
53.68,2,19,4,0,35,79,1,76.81,1121.4,0.7,8.0,11.1,0
11.38,18,23,0,0,55,110,2,10.0,500.0,1.14,4.5,14.7,0
6.59,7,15,5,1,41,974,2,18.36,500.0,0.36,14.5,19.3,0
147.83,15,6,6,1,18,272,0,10.0,500.0,14.78,0.7,4.9,0
8.85,19,5,0,0,26,81,0,10.0,500.0,0.88,4.2,18.5,0
258.71,13,14,6,1,28,233,5,32.2,630.81,8.03,15.4,55.7,0
41.45,6,16,3,0,54,1021,2,10.0,500.0,4.15,7.9,11.6,0
27.6,8,12,3,0,32,380,1,10.28,500.0,2.68,8.8,12.4,0
26.93,0,4,2,0,41,24,2,28.69,500.0,0.94,6.2,18.9,0
6.9,16,16,6,1,57,128,0,17.99,500.0,0.38,9.7,20.2,0
21.41,9,3,5,1,54,80,4,10.0,500.0,2.14,0.2,26.2,0
166.16,14,18,3,0,48,90,1,10.0,500.0,16.62,7.0,38.0,0
3.61,11,10,4,0,51,123,4,17.1,500.0,0.21,20.6,21.0,0
96.18,7,0,6,1,72,129,3,10.0,500.0,9.62,12.2,5.4,1
47.96,9,18,1,0,48,796,1,30.05,500.0,1.6,4.0,21.1,0
6.34,10,6,2,0,41,290,2,13.26,500.0,0.48,7.2,12.2,0
47.42,12,17,3,0,24,1031,2,10.0,500.0,4.74,11.3,12.4,0
29.58,14,5,1,0,51,36,2,17.42,500.0,1.7,4.8,18.0,0
20.24,0,7,0,0,44,1033,2,10.0,500.0,2.02,20.7,14.4,0
256.52,14,8,4,0,53,103,0,10.0,500.0,25.65,1.7,24.7,0
24.24,17,16,0,0,18,606,3,10.0,500.0,2.42,2.8,21.0,0
23.8,4,10,0,0,33,759,4,14.08,500.0,1.69,30.4,39.5,0
52.39,5,12,2,0,38,253,1,10.0,500.0,5.24,5.1,23.8,0
288.98,8,12,1,0,29,91,4,10.0,500.0,28.9,0.5,18.1,0
30.07,13,17,2,0,64,666,2,11.15,500.0,2.7,30.9,11.7,0
7.82,7,16,1,0,46,1534,0,16.43,500.0,0.48,11.9,19.0,0
4.47,6,15,0,0,63,42,3,25.02,500.0,0.18,19.0,26.1,0
53.09,14,12,4,0,52,25,2,10.0,500.0,5.31,27.6,30.5,0
18.49,19,20,5,1,52,444,3,24.68,500.0,0.75,45.6,32.4,0
4.5,13,8,6,1,25,226,1,11.88,500.0,0.38,16.3,12.4,0
2.18,17,4,2,0,28,47,1,10.0,500.0,0.22,7.5,16.5,0
35.75,11,14,5,1,42,289,2,57.05,546.23,0.63,15.6,15.0,0
3.96,10,14,6,1,50,119,3,13.95,500.0,0.28,10.9,41.8,0
135.9,4,9,4,0,25,426,0,10.0,500.0,13.59,6.8,37.5,0
16.63,0,17,1,0,71,19,0,15.64,500.0,1.06,4.7,10.2,0
3.82,1,21,4,0,48,1372,2,10.0,500.0,0.38,8.2,18.0,0
6.47,16,9,5,1,53,371,5,10.0,500.0,0.65,11.4,36.8,0
272.48,18,23,5,1,38,140,0,10.0,500.0,27.25,5.6,28.2,0
14.98,9,11,2,0,52,690,2,10.0,500.0,1.5,23.1,32.1,0
2.28,12,18,1,0,57,551,1,10.0,500.0,0.23,2.0,2.8,0
123.6,1,1,6,1,38,441,1,21.51,500.0,5.75,4.8,49.4,0
15.51,9,1,4,0,26,578,1,10.0,500.0,1.55,1.3,13.2,0
28.56,5,4,1,0,59,755,2,22.55,500.0,1.27,24.6,27.7,0
11.55,18,4,5,1,80,721,4,10.0,500.0,1.16,14.5,18.5,0
10.03,17,11,6,1,18,183,2,14.79,500.0,0.68,5.0,40.3,0
2.99,8,19,5,1,61,643,0,10.0,500.0,0.3,7.2,35.9,0
16.27,15,16,4,0,27,1640,1,66.23,918.43,0.25,1.8,15.6,0
56.67,15,9,6,1,44,263,3,21.19,500.0,2.67,2.7,45.2,0
4.28,1,16,1,0,47,257,2,13.25,500.0,0.32,1.2,26.6,0
3.74,16,5,1,0,37,49,2,18.6,500.0,0.2,23.3,8.9,0
14.96,17,9,6,1,31,209,0,10.0,500.0,1.5,1.3,33.6,0
31.47,5,0,2,0,80,573,2,10.0,500.0,3.15,9.0,5.5,0
22.28,10,7,5,1,27,433,2,34.13,595.87,0.65,24.0,9.7,0
3.1,10,14,5,1,51,282,3,10.0,500.0,0.31,24.7,27.0,0
